pokemon_1,pokemon_2,type_eff_1_to_2,type_eff_2_to_1,stat_sum_1,stat_sum_2,score_1,score_2,winner
dragonite,illumise,2.0,0.5,600,400,1200.0,200.0,dragonite
budew,klang,0.0,1.0,280,440,0.0,440.0,klang
zigzagoon,simisage,1.0,1.0,240,498,240.0,498.0,simisage
gulpin,bergmite,1.0,1.0,302,304,302.0,304.0,bergmite
finneon,hydreigon,0.5,1.0,330,600,165.0,600.0,hydreigon
croconaw,durant,0.5,0.5,405,484,202.5,242.0,durant
muk,chesnaught,2.0,1.0,500,530,1000.0,530.0,muk
natu,beldum,0.125,0.5,320,300,40.0,150.0,beldum
onix,metang,1.0,2.0,385,420,385.0,840.0,metang
skiploom,jirachi,0.25,1.0,340,600,85.0,600.0,jirachi
exeggcute,shinx,1.0,0.5,325,263,325.0,131.5,exeggcute
exeggcute,mamoswine,2.0,1.0,325,530,650.0,530.0,exeggcute
donphan,togekiss,0.0,1.0,500,545,0.0,545.0,togekiss
mantine,salamence,0.5,1.0,465,600,232.5,600.0,salamence
skitty,solrock,0.25,1.0,260,440,65.0,440.0,solrock
mudkip,budew,0.5,2.0,310,280,155.0,560.0,budew
charmander,kirlia,1.0,0.5,309,278,309.0,139.0,charmander
wobbuffet,slakoth,1.0,1.0,405,280,405.0,280.0,wobbuffet
rhyhorn,snivy,0.5,2.0,345,308,172.5,616.0,snivy
whismur,budew,1.0,1.0,240,280,240.0,280.0,budew
bayleef,chimecho,1.0,1.0,405,425,405.0,425.0,chimecho
metagross,mandibuzz,0.0,1.0,600,510,0.0,510.0,mandibuzz
huntail,mesprit,1.0,1.0,485,580,485.0,580.0,mesprit
marill,goomy,1.0,0.0,250,300,250.0,0.0,marill
sharpedo,gastrodon,1.0,0.5,460,475,460.0,237.5,sharpedo
shelgon,duosion,1.0,1.0,420,370,420.0,370.0,shelgon
musharna,leavanny,1.0,2.0,487,500,487.0,1000.0,leavanny
yamask,carracosta,0.5,1.0,303,495,151.5,495.0,carracosta
poliwhirl,lapras,0.5,0.25,385,535,192.5,133.75,poliwhirl
illumise,chimchar,0.5,2.0,400,309,200.0,618.0,chimchar
onix,seviper,2.0,0.125,385,458,770.0,57.25,onix
castform,trevenant,0.0,0.0,420,474,0.0,0.0,trevenant
rhyhorn,rampardos,2.0,0.25,345,495,690.0,123.75,rhyhorn
wailmer,herdier,1.0,1.0,400,370,400.0,370.0,wailmer
spearow,weepinbell,2.0,0.5,262,390,524.0,195.0,spearow
uxie,diancie,0.5,1.0,580,600,290.0,600.0,diancie
meganium,crobat,0.5,4.0,525,535,262.5,2140.0,crobat
mudkip,quilladin,0.5,2.0,310,405,155.0,810.0,quilladin
aipom,tynamo,1.0,1.0,360,275,360.0,275.0,aipom
swalot,clamperl,1.0,1.0,467,345,467.0,345.0,swalot
donphan,marshtomp,1.0,2.0,500,405,500.0,810.0,marshtomp
rayquaza,unfezant,1.0,1.0,680,488,680.0,488.0,rayquaza
sunkern,fennekin,0.5,2.0,180,307,90.0,614.0,fennekin
clefairy,psyduck,1.0,1.0,323,320,323.0,320.0,clefairy
lilligant,tirtouga,2.0,0.5,480,355,960.0,177.5,lilligant
makuhita,audino,4.0,1.0,237,445,948.0,445.0,makuhita
gorebyss,reuniclus,1.0,1.0,485,490,485.0,490.0,reuniclus
yamask,tyrunt,0.5,1.0,303,362,151.5,362.0,tyrunt
riolu,honedge,0.0,0.0,285,325,0.0,0.0,honedge
doduo,igglybuff,1.0,1.0,310,210,310.0,210.0,doduo
azumarill,miltank,1.0,1.0,420,490,420.0,490.0,miltank
gliscor,snivy,1.0,1.0,510,308,510.0,308.0,gliscor
exeggcute,lopunny,1.0,1.0,325,480,325.0,480.0,lopunny
celebi,lopunny,1.0,1.0,600,480,600.0,480.0,celebi
wailord,stunfisk,2.0,2.0,500,471,1000.0,942.0,wailord
cloyster,eelektross,1.0,2.0,525,515,525.0,1030.0,eelektross
druddigon,dragalge,2.0,2.0,485,494,970.0,988.0,dragalge
zangoose,heatran,0.25,1.0,458,600,114.5,600.0,heatran
mantine,larvesta,4.0,0.25,465,360,1860.0,90.0,mantine
gligar,suicune,1.0,2.0,430,580,430.0,1160.0,suicune
tentacruel,regigigas,1.0,1.0,515,670,515.0,670.0,regigigas
lunatone,magmortar,2.0,0.25,440,540,880.0,135.0,lunatone
treecko,litwick,0.0,0.0,310,275,0.0,0.0,litwick
golduck,barbaracle,0.5,0.5,500,500,250.0,250.0,barbaracle
silcoon,serperior,2.0,0.5,205,528,410.0,264.0,silcoon
ninetales,magmar,0.5,0.5,505,495,252.5,247.5,ninetales
pidove,reshiram,1.0,1.0,264,680,264.0,680.0,reshiram
venonat,shuppet,0.25,1.0,305,295,76.25,295.0,shuppet
vaporeon,corphish,0.5,0.5,525,308,262.5,154.0,vaporeon
torchic,elgyem,1.0,1.0,310,335,310.0,335.0,elgyem
kabuto,tympole,0.5,0.5,355,294,177.5,147.0,kabuto
floette,trevenant,0.0,0.0,371,474,0.0,0.0,trevenant
dwebble,duosion,2.0,0.5,325,370,650.0,185.0,dwebble
kingler,eelektrik,1.0,2.0,475,405,475.0,810.0,eelektrik
gliscor,axew,1.0,1.0,510,320,510.0,320.0,gliscor
buizel,frillish,0.0,0.0,330,335,0.0,0.0,frillish
patrat,fletchinder,1.0,1.0,255,382,255.0,382.0,fletchinder
butterfree,terrakion,0.5,1.0,395,580,197.5,580.0,terrakion
elgyem,avalugg,1.0,1.0,335,514,335.0,514.0,avalugg
lapras,archeops,4.0,2.0,535,567,2140.0,1134.0,lapras
salamence,drilbur,1.0,0.0,600,328,600.0,0.0,salamence
dugtrio,hydreigon,1.0,1.0,405,600,405.0,600.0,hydreigon
parasect,sunflora,1.0,0.25,405,425,405.0,106.25,parasect
yanma,zorua,2.0,1.0,390,330,780.0,330.0,yanma
alakazam,cloyster,1.0,1.0,500,525,500.0,525.0,cloyster
hariyama,claydol,0.5,2.0,474,500,237.0,1000.0,claydol
treecko,ferrothorn,0.125,0.5,310,489,38.75,244.5,ferrothorn
vileplume,typhlosion,0.5,2.0,490,534,245.0,1068.0,typhlosion
sceptile,diggersby,2.0,0.5,530,423,1060.0,211.5,sceptile
metapod,taillow,0.5,2.0,205,270,102.5,540.0,taillow
palkia,boldore,2.0,1.0,680,390,1360.0,390.0,palkia
magby,tynamo,1.0,1.0,365,275,365.0,275.0,magby
clefairy,oddish,0.5,2.0,323,320,161.5,640.0,oddish
solrock,galvantula,2.0,2.0,440,472,880.0,944.0,galvantula
snover,genesect,0.125,4.0,334,600,41.75,2400.0,genesect
slowpoke,ferroseed,0.25,1.0,315,305,78.75,305.0,ferroseed
abra,snubbull,1.0,1.0,310,300,310.0,300.0,abra
blaziken,chesnaught,2.0,0.5,530,530,1060.0,265.0,blaziken
serperior,goomy,0.5,1.0,528,300,264.0,300.0,goomy
kabuto,kirlia,1.0,1.0,355,278,355.0,278.0,kabuto
mudkip,pansear,2.0,0.5,310,316,620.0,158.0,mudkip
delibird,lopunny,1.0,1.0,330,480,330.0,480.0,lopunny
spheal,swirlix,1.0,1.0,290,341,290.0,341.0,swirlix
umbreon,carbink,0.25,2.0,525,500,131.25,1000.0,carbink
raichu,audino,1.0,1.0,485,445,485.0,445.0,raichu
galvantula,chesnaught,0.5,0.25,472,530,236.0,132.5,galvantula
clefable,kyogre,1.0,1.0,483,670,483.0,670.0,kyogre
chatot,mandibuzz,1.0,1.0,411,510,411.0,510.0,mandibuzz
nidorina,sylveon,2.0,0.5,365,525,730.0,262.5,nidorina
eevee,pawniard,0.25,1.0,325,340,81.25,340.0,pawniard
charizard,shinx,0.5,2.0,534,263,267.0,526.0,shinx
kricketune,darumaka,0.5,2.0,384,315,192.0,630.0,darumaka
kadabra,reuniclus,0.5,0.5,400,490,200.0,245.0,reuniclus
jirachi,patrat,1.0,0.25,600,255,600.0,63.75,jirachi
spiritomb,carracosta,1.0,1.0,485,495,485.0,495.0,carracosta
roserade,magmortar,0.5,2.0,515,540,257.5,1080.0,magmortar
jigglypuff,uxie,1.0,1.0,270,580,270.0,580.0,uxie
venusaur,turtwig,1.0,0.5,525,318,525.0,159.0,venusaur
joltik,haxorus,0.5,1.0,319,540,159.5,540.0,haxorus
glalie,diancie,0.5,2.0,480,600,240.0,1200.0,diancie
dewgong,durant,0.5,1.0,475,484,237.5,484.0,durant
persian,eevee,1.0,1.0,440,325,440.0,325.0,persian
gardevoir,binacle,1.0,1.0,518,306,518.0,306.0,gardevoir
magikarp,dialga,0.25,0.5,200,680,50.0,340.0,dialga
girafarig,carnivine,1.0,1.0,455,454,455.0,454.0,girafarig
simipour,zorua,1.0,1.0,498,330,498.0,330.0,simipour
cherubi,garchomp,1.0,0.5,275,600,275.0,300.0,garchomp
rhydon,scizor,1.0,2.0,485,500,485.0,1000.0,scizor
mew,serperior,1.0,1.0,600,528,600.0,528.0,mew
sandshrew,marowak,1.0,1.0,300,425,300.0,425.0,marowak
gloom,shelgon,0.5,1.0,395,420,197.5,420.0,shelgon
sableye,cryogonal,0.0,0.0,380,485,0.0,0.0,cryogonal
qwilfish,shroomish,1.0,2.0,430,295,430.0,590.0,shroomish
delibird,porygon-z,1.0,1.0,330,535,330.0,535.0,porygon-z
articuno,hippopotas,2.0,0.0,580,330,1160.0,0.0,articuno
slugma,klefki,1.0,0.25,250,470,250.0,117.5,slugma
flareon,crustle,0.5,1.0,525,475,262.5,475.0,crustle
pikachu,gothorita,1.0,1.0,320,390,320.0,390.0,gothorita
jynx,zorua,0.0,2.0,455,330,0.0,660.0,zorua
gengar,electrike,0.0,0.0,500,295,0.0,0.0,electrike
masquerain,frillish,0.5,1.0,414,335,207.0,335.0,frillish
sneasel,stunky,0.5,0.5,430,329,215.0,164.5,sneasel
ampharos,poochyena,1.0,1.0,510,220,510.0,220.0,ampharos
wigglytuff,mankey,2.0,1.0,435,305,870.0,305.0,wigglytuff
tepig,bouffalant,1.0,1.0,308,490,308.0,490.0,bouffalant
poliwrath,lampent,0.0,0.5,510,370,0.0,185.0,lampent
crobat,toxicroak,1.0,0.125,535,490,535.0,61.25,crobat
azurill,shuppet,0.0,0.0,190,295,0.0,0.0,shuppet
wigglytuff,gastrodon,1.0,1.0,435,475,435.0,475.0,gastrodon
weezing,mesprit,1.0,2.0,490,580,490.0,1160.0,mesprit
bonsly,whirlipede,2.0,0.5,290,360,580.0,180.0,bonsly
milotic,zoroark,1.0,1.0,540,510,540.0,510.0,milotic
luxray,cinccino,1.0,1.0,523,470,523.0,470.0,luxray
nidorina,pidove,1.0,1.0,365,264,365.0,264.0,nidorina
horsea,ledyba,1.0,1.0,295,265,295.0,265.0,horsea
glaceon,probopass,0.125,4.0,525,525,65.625,2100.0,probopass
skitty,lilligant,1.0,1.0,260,480,260.0,480.0,lilligant
heatmor,volcarona,1.0,0.25,484,550,484.0,137.5,heatmor
tangrowth,uxie,1.0,1.0,535,580,535.0,580.0,uxie
scizor,rampardos,2.0,0.5,500,495,1000.0,247.5,scizor
corsola,dwebble,4.0,1.0,380,325,1520.0,325.0,corsola
squirtle,infernape,2.0,1.0,314,534,628.0,534.0,squirtle
aipom,joltik,1.0,1.0,360,319,360.0,319.0,aipom
mareep,whirlipede,1.0,1.0,280,360,280.0,360.0,whirlipede
nidorino,miltank,1.0,1.0,365,490,365.0,490.0,miltank
zubat,monferno,2.0,0.25,245,405,490.0,101.25,zubat
numel,servine,1.0,1.0,305,413,305.0,413.0,servine
salamence,chesnaught,4.0,0.125,600,530,2400.0,66.25,salamence
electrode,noivern,1.0,0.5,480,535,480.0,267.5,electrode
ivysaur,tyrunt,0.5,1.0,405,362,202.5,362.0,tyrunt
lanturn,magmortar,2.0,0.5,460,540,920.0,270.0,lanturn
rapidash,wooper,0.5,4.0,500,210,250.0,840.0,wooper
magnezone,serperior,0.5,0.25,535,528,267.5,132.0,magnezone
sceptile,buizel,2.0,0.5,530,330,1060.0,165.0,sceptile
tangrowth,gliscor,1.0,1.0,535,510,535.0,510.0,tangrowth
lampent,klefki,2.0,0.25,370,470,740.0,117.5,lampent
koffing,ferrothorn,0.0,1.0,340,489,0.0,489.0,ferrothorn
gyarados,blaziken,4.0,0.25,540,530,2160.0,132.5,gyarados
weepinbell,eelektross,1.0,0.5,390,515,390.0,257.5,weepinbell
unown,durant,0.25,2.0,336,484,84.0,968.0,durant
exeggutor,binacle,4.0,0.5,520,306,2080.0,153.0,exeggutor
ampharos,herdier,1.0,1.0,510,370,510.0,370.0,ampharos
growlithe,bellsprout,2.0,0.5,350,300,700.0,150.0,growlithe
charmander,mawile,1.0,0.25,309,380,309.0,95.0,charmander
swadloon,frogadier,2.0,0.5,380,405,760.0,202.5,swadloon
sandshrew,gardevoir,1.0,1.0,300,518,300.0,518.0,gardevoir
mightyena,bisharp,0.25,0.5,420,490,105.0,245.0,bisharp
kadabra,treecko,1.0,1.0,400,310,400.0,310.0,kadabra
tentacool,diancie,2.0,0.5,335,600,670.0,300.0,tentacool
pinsir,swadloon,2.0,0.5,500,380,1000.0,190.0,pinsir
machoke,ariados,0.25,0.5,405,390,101.25,195.0,ariados
alakazam,eevee,1.0,1.0,500,325,500.0,325.0,alakazam
eevee,goomy,1.0,1.0,325,300,325.0,300.0,eevee
banette,shelgon,0.0,0.0,455,420,0.0,0.0,shelgon
throh,hydreigon,2.0,0.5,465,600,930.0,300.0,throh
glalie,trubbish,1.0,1.0,480,329,480.0,329.0,glalie
ivysaur,sneasel,1.0,2.0,405,430,405.0,860.0,sneasel
sceptile,serperior,0.5,0.5,530,528,265.0,264.0,sceptile
sharpedo,chimchar,2.0,0.5,460,309,920.0,154.5,sharpedo
caterpie,cherubi,2.0,0.5,195,275,390.0,137.5,caterpie
torchic,kecleon,1.0,1.0,310,440,310.0,440.0,kecleon
wingull,barbaracle,0.5,1.0,270,500,135.0,500.0,barbaracle
venonat,oshawott,1.0,1.0,305,308,305.0,308.0,oshawott
staryu,mareep,1.0,2.0,340,280,340.0,560.0,mareep
nidorina,greninja,1.0,1.0,365,530,365.0,530.0,greninja
whismur,whimsicott,1.0,1.0,240,480,240.0,480.0,whimsicott
koffing,maractus,2.0,1.0,340,461,680.0,461.0,koffing
bellsprout,herdier,1.0,1.0,300,370,300.0,370.0,herdier
shinx,drilbur,0.0,2.0,263,328,0.0,656.0,drilbur
pelipper,larvesta,4.0,0.25,430,360,1720.0,90.0,pelipper
slakoth,spiritomb,0.0,0.0,280,485,0.0,0.0,spiritomb
doduo,amaura,0.25,4.0,310,362,77.5,1448.0,amaura
mesprit,munna,0.5,0.5,580,292,290.0,146.0,mesprit
glameow,haxorus,1.0,1.0,310,540,310.0,540.0,haxorus
haunter,pangoro,0.5,0.0,405,495,202.5,0.0,haunter
blastoise,yanma,1.0,1.0,530,390,530.0,390.0,blastoise
ivysaur,gulpin,0.5,1.0,405,302,202.5,302.0,gulpin
lillipup,lilligant,1.0,1.0,275,480,275.0,480.0,lilligant
corphish,skrelp,0.5,0.5,308,320,154.0,160.0,skrelp
manectric,cryogonal,1.0,1.0,475,485,475.0,485.0,cryogonal
hitmonlee,pignite,1.0,2.0,455,418,455.0,836.0,pignite
krabby,zweilous,0.5,1.0,325,420,162.5,420.0,zweilous
suicune,fletchinder,2.0,0.5,580,382,1160.0,191.0,suicune
hitmonchan,trubbish,1.0,1.0,455,329,455.0,329.0,hitmonchan
meowth,persian,1.0,1.0,290,440,290.0,440.0,persian
vileplume,paras,0.5,0.5,490,285,245.0,142.5,vileplume
porygon,teddiursa,1.0,1.0,395,330,395.0,330.0,porygon
virizion,dragalge,0.25,2.0,580,494,145.0,988.0,dragalge
girafarig,hawlucha,2.0,1.0,455,500,910.0,500.0,girafarig
patrat,doublade,0.0,0.0,255,448,0.0,0.0,doublade
blissey,trevenant,0.0,0.0,540,474,0.0,0.0,trevenant
hariyama,lickilicky,4.0,1.0,474,515,1896.0,515.0,hariyama
skitty,lillipup,1.0,1.0,260,275,260.0,275.0,lillipup
charmander,togekiss,1.0,0.5,309,545,309.0,272.5,charmander
cloyster,ferroseed,0.5,2.0,525,305,262.5,610.0,ferroseed
grimer,mew,1.0,2.0,325,600,325.0,1200.0,mew
spinda,purugly,1.0,1.0,360,452,360.0,452.0,purugly
registeel,porygon-z,1.0,0.25,580,535,580.0,133.75,registeel
unown,joltik,1.0,2.0,336,319,336.0,638.0,joltik
goldeen,donphan,2.0,1.0,320,500,640.0,500.0,goldeen
turtwig,cubchoo,1.0,2.0,318,305,318.0,610.0,cubchoo
charmeleon,jynx,2.0,0.5,405,455,810.0,227.5,charmeleon
trapinch,delphox,2.0,1.0,290,534,580.0,534.0,trapinch
chingling,stunfisk,1.0,1.0,285,471,285.0,471.0,stunfisk
jellicent,klink,0.0,0.0,480,300,0.0,0.0,klink
bagon,arceus,1.0,1.0,300,720,300.0,720.0,arceus
alakazam,moltres,1.0,1.0,500,580,500.0,580.0,moltres
throh,fraxure,2.0,1.0,465,410,930.0,410.0,throh
snorlax,seismitoad,1.0,1.0,540,509,540.0,509.0,snorlax
spoink,kyogre,1.0,1.0,330,670,330.0,670.0,kyogre
stunfisk,volcanion,4.0,2.0,471,600,1884.0,1200.0,stunfisk
magnezone,skrelp,1.0,0.0,535,320,535.0,0.0,magnezone
beartic,honedge,0.0,0.0,485,325,0.0,0.0,honedge
seadra,braviary,1.0,1.0,440,510,440.0,510.0,braviary
minun,mesprit,1.0,1.0,405,580,405.0,580.0,mesprit
larvesta,cobalion,0.5,0.25,360,580,180.0,145.0,larvesta
grumpig,glalie,1.0,1.0,470,480,470.0,480.0,glalie
litwick,volcarona,1.0,0.125,275,550,275.0,68.75,litwick
pelipper,klinklang,0.5,0.5,430,520,215.0,260.0,klinklang
dodrio,feraligatr,1.0,1.0,460,530,460.0,530.0,feraligatr
vulpix,wigglytuff,1.0,0.5,299,435,299.0,217.5,vulpix
ferrothorn,chespin,0.5,0.125,489,313,244.5,39.125,ferrothorn
mew,starly,1.0,1.0,600,245,600.0,245.0,mew
kricketune,emboar,0.25,2.0,384,528,96.0,1056.0,emboar
plusle,skrelp,2.0,1.0,405,320,810.0,320.0,plusle
absol,arceus,1.0,1.0,465,720,465.0,720.0,arceus
relicanth,phantump,0.5,4.0,485,309,242.5,1236.0,phantump
lapras,pansage,1.0,2.0,535,316,535.0,632.0,pansage
chikorita,kyogre,2.0,0.5,318,670,636.0,335.0,chikorita
cloyster,drowzee,1.0,1.0,525,328,525.0,328.0,cloyster
gligar,honedge,1.0,1.0,430,325,430.0,325.0,gligar
shedinja,crustle,1.0,1.0,236,475,236.0,475.0,crustle
palkia,aromatisse,0.0,2.0,680,462,0.0,924.0,aromatisse
gliscor,probopass,1.0,1.0,510,525,510.0,525.0,probopass
pinsir,foongus,1.0,0.5,500,294,500.0,147.0,pinsir
ponyta,whiscash,0.5,4.0,410,468,205.0,1872.0,whiscash
yanma,vullaby,1.0,2.0,390,370,390.0,740.0,vullaby
blastoise,scraggy,1.0,2.0,530,348,530.0,696.0,scraggy
watchog,sawsbuck,1.0,1.0,420,475,420.0,475.0,sawsbuck
grotle,skuntank,1.0,2.0,405,479,405.0,958.0,skuntank
kabutops,yamask,1.0,0.5,495,303,495.0,151.5,kabutops
smoochum,tranquill,2.0,1.0,305,358,610.0,358.0,smoochum
spoink,porygon-z,1.0,1.0,330,535,330.0,535.0,porygon-z
mothim,xerneas,0.5,1.0,424,680,212.0,680.0,xerneas
octillery,noivern,0.5,1.0,480,535,240.0,535.0,noivern
weezing,regigigas,1.0,1.0,490,670,490.0,670.0,regigigas
carnivine,servine,0.5,0.5,454,413,227.0,206.5,carnivine
oddish,stunky,0.5,1.0,320,329,160.0,329.0,stunky
vibrava,doublade,1.0,1.0,340,448,340.0,448.0,doublade
sableye,snorunt,0.0,0.0,380,300,0.0,0.0,snorunt
ditto,houndoom,1.0,1.0,288,500,288.0,500.0,houndoom
sudowoodo,bonsly,0.5,0.5,410,290,205.0,145.0,sudowoodo
golbat,cherrim,4.0,0.5,455,450,1820.0,225.0,golbat
magneton,shieldon,1.0,0.125,465,350,465.0,43.75,magneton
blaziken,mamoswine,4.0,1.0,530,530,2120.0,530.0,blaziken
monferno,pignite,0.5,0.5,405,418,202.5,209.0,pignite
ludicolo,amaura,4.0,1.0,480,362,1920.0,362.0,ludicolo
tranquill,spewpa,2.0,0.5,358,213,716.0,106.5,tranquill
venomoth,starly,0.5,2.0,450,245,225.0,490.0,starly
muk,toxicroak,0.5,0.5,500,490,250.0,245.0,muk
jigglypuff,lillipup,1.0,1.0,270,275,270.0,275.0,lillipup
corphish,watchog,1.0,1.0,308,420,308.0,420.0,watchog
bellsprout,clauncher,2.0,0.5,300,330,600.0,165.0,bellsprout
ivysaur,empoleon,0.0,0.5,405,530,0.0,265.0,empoleon
snubbull,bouffalant,1.0,1.0,300,490,300.0,490.0,bouffalant
patrat,tranquill,1.0,1.0,255,358,255.0,358.0,tranquill
bellsprout,deerling,1.0,0.5,300,335,300.0,167.5,bellsprout
machoke,alomomola,2.0,1.0,405,470,810.0,470.0,machoke
poliwhirl,xerneas,1.0,1.0,385,680,385.0,680.0,xerneas
tentacruel,arceus,1.0,1.0,515,720,515.0,720.0,arceus
umbreon,tyrantrum,0.5,1.0,525,521,262.5,521.0,tyrantrum
yanma,swampert,1.0,0.0,390,535,390.0,0.0,yanma
finneon,sandile,2.0,1.0,330,292,660.0,292.0,finneon
nidorina,elgyem,1.0,2.0,365,335,365.0,670.0,elgyem
eevee,amoonguss,1.0,1.0,325,464,325.0,464.0,amoonguss
persian,woobat,1.0,1.0,440,313,440.0,313.0,persian
caterpie,mothim,0.5,2.0,195,424,97.5,848.0,mothim
blastoise,snover,0.5,1.0,530,334,265.0,334.0,snover
poochyena,florges,0.5,2.0,220,552,110.0,1104.0,florges
deerling,amoonguss,0.5,1.0,335,464,167.5,464.0,amoonguss
blastoise,hydreigon,0.5,1.0,530,600,265.0,600.0,hydreigon
nuzleaf,leavanny,0.25,2.0,340,500,85.0,1000.0,leavanny
barboach,jellicent,0.5,1.0,288,480,144.0,480.0,jellicent
dodrio,garchomp,1.0,0.0,460,600,460.0,0.0,dodrio
torchic,cherubi,2.0,0.5,310,275,620.0,137.5,torchic
clefable,registeel,0.25,2.0,483,580,120.75,1160.0,registeel
rayquaza,chingling,1.0,1.0,680,285,680.0,285.0,rayquaza
jirachi,shieldon,0.5,0.25,600,350,300.0,87.5,jirachi
hoothoot,druddigon,1.0,1.0,262,485,262.0,485.0,druddigon
nuzleaf,spritzee,0.5,2.0,340,341,170.0,682.0,spritzee
abra,cherrim,1.0,1.0,310,450,310.0,450.0,cherrim
mewtwo,terrakion,1.0,1.0,680,580,680.0,580.0,mewtwo
flaaffy,mandibuzz,2.0,0.5,365,510,730.0,255.0,flaaffy
taillow,spiritomb,0.0,0.0,270,485,0.0,0.0,spiritomb
poochyena,sliggoo,1.0,1.0,220,452,220.0,452.0,sliggoo
ducklett,spewpa,2.0,0.5,305,213,610.0,106.5,ducklett
aerodactyl,gulpin,1.0,0.25,515,302,515.0,75.5,aerodactyl
drowzee,timburr,2.0,1.0,328,305,656.0,305.0,drowzee
sealeo,swanna,0.5,0.5,410,473,205.0,236.5,swanna
breloom,banette,0.0,1.0,460,455,0.0,455.0,banette
kirlia,frogadier,1.0,1.0,278,405,278.0,405.0,frogadier
fearow,makuhita,2.0,1.0,442,237,884.0,237.0,fearow
bulbasaur,chansey,1.0,1.0,318,450,318.0,450.0,chansey
smeargle,poochyena,1.0,1.0,250,220,250.0,220.0,smeargle
carvanha,honedge,2.0,0.25,305,325,610.0,81.25,carvanha
azumarill,mienfoo,2.0,0.5,420,350,840.0,175.0,azumarill
tropius,gothita,1.0,1.0,460,290,460.0,290.0,tropius
articuno,alomomola,0.5,1.0,580,470,290.0,470.0,alomomola
dodrio,maractus,2.0,0.5,460,461,920.0,230.5,dodrio
stantler,stoutland,1.0,1.0,465,500,465.0,500.0,stoutland
pidgey,genesect,0.5,0.5,251,600,125.5,300.0,genesect
porygon,vanillish,1.0,1.0,395,395,395.0,395.0,vanillish
minccino,tynamo,1.0,1.0,300,275,300.0,275.0,minccino
flareon,swablu,1.0,1.0,525,310,525.0,310.0,flareon
goldeen,corsola,0.5,0.5,320,380,160.0,190.0,corsola
beartic,hydreigon,2.0,1.0,485,600,970.0,600.0,beartic
grovyle,reuniclus,1.0,1.0,405,490,405.0,490.0,reuniclus
diglett,lickilicky,1.0,1.0,265,515,265.0,515.0,lickilicky
pansage,druddigon,0.5,1.0,316,485,158.0,485.0,druddigon
raticate,kirlia,1.0,1.0,413,278,413.0,278.0,raticate
beldum,binacle,1.0,0.5,300,306,300.0,153.0,beldum
breloom,garchomp,1.0,0.5,460,600,460.0,300.0,breloom
linoone,vanillite,1.0,1.0,420,305,420.0,305.0,linoone
psyduck,gligar,2.0,1.0,320,430,640.0,430.0,psyduck
jolteon,numel,0.0,2.0,525,305,0.0,610.0,numel
graveler,linoone,1.0,0.25,390,420,390.0,105.0,graveler
skorupi,cubchoo,1.0,1.0,330,305,330.0,305.0,skorupi
flaaffy,vibrava,0.0,2.0,365,340,0.0,680.0,vibrava
cofagrigus,greninja,0.5,2.0,483,530,241.5,1060.0,greninja
lopunny,vivillon,1.0,1.0,480,411,480.0,411.0,lopunny
roselia,foongus,0.5,0.5,400,294,200.0,147.0,roselia
mawile,cacturne,2.0,0.25,380,475,760.0,118.75,mawile
dialga,tranquill,1.0,0.25,680,358,680.0,89.5,dialga
anorith,spritzee,0.5,0.5,355,341,177.5,170.5,anorith
chansey,vespiquen,1.0,1.0,450,474,450.0,474.0,vespiquen
muk,staryu,1.0,1.0,500,340,500.0,340.0,muk
stantler,beldum,0.25,1.0,465,300,116.25,300.0,beldum
moltres,watchog,1.0,1.0,580,420,580.0,420.0,moltres
staravia,aurorus,0.25,4.0,340,521,85.0,2084.0,aurorus
wailord,scraggy,1.0,2.0,500,348,500.0,696.0,scraggy
lanturn,bibarel,1.0,0.5,460,410,460.0,205.0,lanturn
ninjask,relicanth,0.5,4.0,456,485,228.0,1940.0,relicanth
metang,latias,0.5,0.125,420,600,210.0,75.0,metang
quagsire,espurr,1.0,1.0,430,355,430.0,355.0,quagsire
gulpin,kyurem,1.0,1.0,302,660,302.0,660.0,kyurem
entei,zekrom,0.5,1.0,580,680,290.0,680.0,zekrom
lapras,burmy,1.0,1.0,535,224,535.0,224.0,lapras
swellow,yanmega,2.0,0.5,430,515,860.0,257.5,swellow
skitty,avalugg,1.0,1.0,260,514,260.0,514.0,avalugg
tangela,cherubi,0.5,0.5,435,275,217.5,137.5,tangela
victini,sliggoo,0.5,1.0,600,452,300.0,452.0,sliggoo
magnemite,eelektrik,0.25,0.25,325,405,81.25,101.25,eelektrik
dodrio,gligar,1.0,0.0,460,430,460.0,0.0,dodrio
nincada,dusclops,0.5,1.0,266,455,133.0,455.0,dusclops
flareon,rayquaza,0.5,1.0,525,680,262.5,680.0,rayquaza
caterpie,rhydon,0.5,1.0,195,485,97.5,485.0,rhydon
hitmonlee,ditto,4.0,1.0,455,288,1820.0,288.0,hitmonlee
aggron,lilligant,1.0,0.25,530,480,530.0,120.0,aggron
doduo,blitzle,0.5,2.0,310,295,155.0,590.0,blitzle
swablu,scraggy,2.0,1.0,310,348,620.0,348.0,swablu
gardevoir,trevenant,1.0,2.0,518,474,518.0,948.0,trevenant
nosepass,lunatone,0.5,1.0,375,440,187.5,440.0,lunatone
chinchou,zangoose,1.0,1.0,330,458,330.0,458.0,zangoose
ninetales,quilava,0.5,0.5,505,405,252.5,202.5,ninetales
zangoose,victini,1.0,1.0,458,600,458.0,600.0,victini
seel,eelektross,1.0,2.0,325,515,325.0,1030.0,eelektross
celebi,purrloin,0.0,2.0,600,281,0.0,562.0,purrloin
